image_name,source_subset,mode,gt_object,pred_object,object_match,gt_position,pred_position,position_match,gt_distance,pred_distance,distance_match,gt_obstacle,obstacle_match,failure_cause,ambiguity_note,latency_ms,final_description
indoor_017.webp,original_30,gemma_depth,meja kerja,Setup meja kerja,True,kanan,tengah,True,dekat,dekat,True,yes,True,berhasil,,12189,"Gambar menunjukkan setup meja kerja indoor dengan beberapa monitor dan mikrofon. Objek-objek tersebut tersusun di atas permukaan meja berwarna gelap. Berdasarkan estimasi kedalaman relatif, bagian tengah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_017.webp,original_30,gemma_depth_prompted,meja kerja,setup meja,False,kanan,tengah-kanan,True,dekat,dekat,True,yes,True,kesalahan_model_prompted_semantik_objek,,13110,"Setup meja dengan monitor dan peralatan audio terlihat di area tengah-kanan yang berdekatan. Area kiri tampak relatif terbuka, namun ada potensi halangan visual di area depan. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_018.webp,original_30,gemma_only,kantong belanja,area dapur|countertop,False,kanan,depan,True,dekat,,,yes,,kesalahan_model_objek,,12315,Gambar menunjukkan sudut ruangan indoor dengan wastafel dan countertop di sisi kiri. Di area kanan terdapat pintu/bingkai dan beberapa barang yang diletakkan di lantai.
indoor_018.webp,original_30,depth_only,kantong belanja,,False,kanan,,False,dekat,dekat,True,yes,True,keterbatasan_depth_only_posisi_grid,,1606,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_018.webp,original_30,gemma_depth,kantong belanja,area dapur,False,kanan,depan,True,dekat,dekat,True,yes,True,kesalahan_model_objek,,13113,"Gambar menunjukkan sudut ruangan indoor dengan area wastafel di sebelah kiri dan pintu di sebelah kanan. Terdapat beberapa kotak kardus, karpet merah, dan tempat sampah di lantai. Berdasarkan estimasi kedalaman relatif, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_018.webp,original_30,gemma_depth_prompted,kantong belanja,area dapur dan lantai,False,kanan,tengah,False,dekat,dekat,True,yes,True,kesalahan_model_objek+kesalahan_model_posisi,,14188,"Tampak area interior ruangan dengan wastafel di bagian kiri, sementara area tengah tampak relatif terbuka. Area terdekat (bawah-kiri) perlu diperhatikan karena statusnya menunjukkan potensi halangan visual. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_019.webp,original_30,gemma_only,kulkas,Susunan barang di sudut ruangan,False,kanan,tengah,False,sedang,,,no,,kesalahan_model_objek+kesalahan_model_posisi,,11394,"Gambar menunjukkan sudut ruangan dengan lantai berubin dan dinding. Beberapa benda seperti botol air, wadah, dan tas diletakkan di sepanjang dinding dan lantai."
indoor_019.webp,original_30,depth_only,kulkas,,False,kanan,,True,sedang,dekat,False,no,False,kesalahan_depth,,1545,"Berdasarkan estimasi kedalaman relatif, bagian tengah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_019.webp,original_30,gemma_depth,kulkas,rak penyimpanan dan lantai,False,kanan,tengah,True,sedang,dekat,False,no,False,kesalahan_model_objek+kesalahan_depth,,10931,"Gambar menunjukkan sudut ruangan indoor dengan lantai keramik putih dan sebuah rak penyimpanan di sisi kanan. Beberapa botol air minum, wadah, dan kotak kardus terlihat diletakkan di lantai dan rak tersebut. Berdasarkan estimasi kedalaman relatif, bagian tengah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_019.webp,original_30,gemma_depth_prompted,kulkas,furniture,False,kanan,tengah-kanan,True,sedang,dekat,False,no,False,kesalahan_model_objek+kesalahan_depth,,13554,Tampak sebuah perabotan dan beberapa barang diletakkan di area tengah-kanan ruangan. Area depan menunjukkan potensi halangan visual yang perlu diperhatikan. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang.
indoor_020.webp,original_30,gemma_only,kompor,area dapur,True,tengah,tengah,True,dekat,,,yes,,berhasil,"stove/kitchen counter close-up, not pure walking path",11035,Gambar menunjukkan area dapur indoor dengan kompor dan berbagai wadah penyimpanan di bawahnya. Terdapat botol air besar dan beberapa peralatan masak yang tersusun rapi.
indoor_020.webp,original_30,depth_only,kompor,,False,tengah,,False,dekat,dekat,True,yes,True,scene_atau_anotasi_ambigu,"stove/kitchen counter close-up, not pure walking path",1663,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_020.webp,original_30,gemma_depth,kompor,area dapur,True,tengah,tengah,True,dekat,dekat,True,yes,True,berhasil,"stove/kitchen counter close-up, not pure walking path",12925,"Gambar menunjukkan area dapur dengan kompor di atas meja dan berbagai wadah serta botol penyimpanan di bawahnya. Terdapat beberapa peralatan masak dan barang-barang rumah tangga yang tersusun rapi. Berdasarkan estimasi kedalaman relatif, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_020.webp,original_30,gemma_depth_prompted,kompor,area dapur,False,tengah,tengah,True,dekat,dekat,True,yes,True,scene_atau_anotasi_ambigu,"stove/kitchen counter close-up, not pure walking path",17025,"Tampak area dapur indoor dengan peralatan masak dan wadah yang tersusun di atas meja. Area terdekat berada di bawah-kiri, dan terdapat potensi halangan visual di area depan. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_021.webp,original_30,gemma_only,wastafel,area kamar mandi,True,kiri,tengah,False,dekat,,,yes,,scene_atau_anotasi_ambigu,sink and door frame both visible; left/front interpretation borderline,10725,Gambar menunjukkan area kamar mandi atau wastafel dengan ubin berpola. Terdapat meja wastafel dan pintu yang mengarah ke area lain.
indoor_021.webp,original_30,depth_only,wastafel,,False,kiri,,True,dekat,sangat_dekat,False,yes,True,scene_atau_anotasi_ambigu,sink and door frame both visible; left/front interpretation borderline,1570,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sangat dekat. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_021.webp,original_30,gemma_depth,wastafel,Area kamar mandi dan wastafel,True,kiri,tengah,True,dekat,sangat_dekat,False,yes,True,scene_atau_anotasi_ambigu,sink and door frame both visible; left/front interpretation borderline,12417,"Gambar menunjukkan interior ruangan dengan area wastafel di bagian depan. Terdapat dinding berubin pola kotak-kotak dan pintu terbuka mengarah ke area lain. Berdasarkan estimasi kedalaman relatif, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sangat dekat. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_021.webp,original_30,gemma_depth_prompted,wastafel,wastafel dan area kamar mandi,True,kiri,tengah,True,dekat,sangat_dekat,False,yes,True,scene_atau_anotasi_ambigu,sink and door frame both visible; left/front interpretation borderline,14351,"Area ini menampilkan wastafel dan meja di dalam ruangan, dengan pintu terbuka mengarah ke area lain. Perlu diperhatikan bahwa area terdekat di bagian bawah-kiri berpotensi menjadi halangan visual. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_022.webp,original_30,gemma_only,pintu,koridor interior,True,kiri,tengah,False,dekat,,,yes,,scene_atau_anotasi_ambigu,open door as obstacle while corridor still visible,11152,Gambar menunjukkan bagian dalam koridor atau ruangan dengan lantai keramik putih dan dinding berwarna terang. Terdapat beberapa pintu kayu yang membentang di sepanjang lorong tersebut.
indoor_022.webp,original_30,depth_only,pintu,,False,kiri,,True,dekat,dekat,True,yes,True,scene_atau_anotasi_ambigu,open door as obstacle while corridor still visible,1550,"Berdasarkan estimasi kedalaman relatif, bagian tengah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area tengah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_022.webp,original_30,gemma_depth,pintu,Lorong interior,True,kiri,tengah,True,dekat,dekat,True,yes,True,berhasil,open door as obstacle while corridor still visible,13332,"Gambar menunjukkan lorong atau ruangan interior dengan lantai keramik putih dan dinding berwarna terang. Terdapat beberapa pintu kayu di sepanjang koridor tersebut. Berdasarkan estimasi kedalaman relatif, bagian tengah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area tengah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_022.webp,original_30,gemma_depth_prompted,pintu,Lorong interior,True,kiri,tengah,True,dekat,dekat,True,yes,True,berhasil,open door as obstacle while corridor still visible,13640,Tampak sebuah lorong interior dengan lantai keramik putih dan pintu kayu di kedua sisi. Area terdekat menunjukkan potensi halangan visual yang perlu diperhatikan. Area tengah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang.
indoor_023.webp,original_30,gemma_only,pintu,pintu kayu,True,tengah,kanan,False,jauh,,,no,,kesalahan_model_posisi,,10148,Gambar menunjukkan sudut ruangan indoor dengan pintu kayu besar di sisi kanan dan bingkai cermin kayu di sisi kiri. Terdapat beberapa barang yang tergantung di dinding dekat bingkai cermin.
indoor_023.webp,original_30,depth_only,pintu,,False,tengah,,False,jauh,jauh,True,no,True,keterbatasan_depth_only_posisi_grid,,1603,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif jauh. Area bawah-kiri tidak menunjukkan potensi halangan visual yang kuat karena masih berada pada kategori kedalaman relatif jauh. Area kanan tampak relatif lebih lapang."
indoor_023.webp,original_30,gemma_depth,pintu,pintu kayu,True,tengah,kanan,False,jauh,jauh,True,no,True,kesalahan_model_posisi,,10701,"Gambar menunjukkan sudut ruangan dalam ruangan dengan pintu kayu besar di sisi kanan dan bingkai cermin di sisi kiri bawah. Beberapa barang tergantung di dinding dekat lantai. Berdasarkan estimasi kedalaman relatif, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif jauh. Area bawah-kiri tidak menunjukkan potensi halangan visual yang kuat karena masih berada pada kategori kedalaman relatif jauh. Area kanan tampak relatif lebih lapang."
indoor_023.webp,original_30,gemma_depth_prompted,pintu,pintu kayu,True,tengah,tengah,True,jauh,jauh,True,no,True,berhasil,,13265,Tampak sebuah pintu kayu besar di dalam ruangan dengan lantai keramik putih. Di dekatnya terlihat bingkai cermin dan beberapa barang tergantung di dinding. Area bawah-kiri tidak menunjukkan potensi halangan visual yang kuat karena masih berada pada kategori kedalaman relatif jauh. Area kanan tampak relatif lebih lapang.
indoor_024.webp,original_30,gemma_only,pintu,Pintu kayu dan lantai,True,kiri,kiri|kanan,True,dekat,,,yes,,berhasil,open door and floor objects; path/right openness depends on interpretation,11080,Gambar menunjukkan interior ruangan dengan pintu kayu besar di sisi kiri yang membuka ke area lain. Di sisi kanan terdapat dinding putih dengan stopkontak dan beberapa barang diletakkan di lantai.
indoor_024.webp,original_30,depth_only,pintu,,False,kiri,,True,dekat,dekat,True,yes,True,scene_atau_anotasi_ambigu,open door and floor objects; path/right openness depends on interpretation,1961,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_024.webp,original_30,gemma_depth,pintu,Pintu kayu dan area ruangan,True,kiri,tengah,True,dekat,dekat,True,yes,True,berhasil,open door and floor objects; path/right openness depends on interpretation,12503,"Gambar menunjukkan interior ruangan dengan pintu kayu besar di sisi kiri dan dinding putih di sisi kanan. Di lantai terdapat keramik putih, dan di sisi kanan terdapat beberapa peralatan listrik serta kotak berwarna merah. Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_024.webp,original_30,gemma_depth_prompted,pintu,Interior ruangan,True,kiri,tengah,True,dekat,dekat,True,yes,True,berhasil,open door and floor objects; path/right openness depends on interpretation,16554,Tampak sebuah ruangan interior dengan lantai keramik putih dan pintu kayu di sisi kiri. Area depan pintu menunjukkan potensi halangan visual yang perlu diperhatikan secara relatif. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang.
indoor_025.webp,original_30,gemma_only,kursi,Workstation,True,kanan,tengah,False,dekat,,,yes,,kesalahan_model_posisi,,9817,"Gambar menunjukkan pengaturan meja kerja indoor dengan monitor, laptop, dan kursi kantor. Objek-objek tersebut tersusun di atas permukaan meja hitam."
indoor_025.webp,original_30,depth_only,kursi,,False,kanan,,True,dekat,dekat,True,yes,True,berhasil,,1667,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_025.webp,original_30,gemma_depth,kursi,Setup meja kerja,True,kanan,tengah,True,dekat,dekat,True,yes,True,berhasil,,10883,"Gambar menunjukkan setup meja kerja indoor dengan laptop, keyboard, dan mouse di atas permukaan gelap. Sebuah kursi kantor dan objek putih melengkung terlihat di sisi kanan bawah. Berdasarkan estimasi kedalaman relatif, bagian bawah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_025.webp,original_30,gemma_depth_prompted,kursi,setup meja kerja,False,kanan,tengah,True,dekat,dekat,True,yes,True,kesalahan_model_prompted_semantik_objek,,13948,"Tampak sebuah setup meja kerja di dalam ruangan, dengan area terdekat berada di bawah-kiri. Area depan menunjukkan potensi halangan visual yang perlu diperhatikan. Area bawah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_026.webp,original_30,gemma_only,rak sepatu,Koper dan sepatu,False,kanan,kanan|bawah,True,sedang,,,no,,kesalahan_model_objek,,10784,Gambar menunjukkan tumpukan koper dan berbagai pasang sepatu yang diletakkan di lantai dekat dinding. Objek-objek tersebut berada di sisi kanan bawah bingkai gambar.
indoor_026.webp,original_30,depth_only,rak sepatu,,False,kanan,,True,sedang,dekat,False,no,False,kesalahan_depth,,2065,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_026.webp,original_30,gemma_depth,rak sepatu,koper,False,kanan,bawah,True,sedang,dekat,False,no,False,kesalahan_model_objek+kesalahan_depth,,11739,"Gambar menunjukkan lantai berubin putih dan dinding berwarna terang di dalam ruangan. Sebuah koper besar berwarna gelap diletakkan di lantai, dengan beberapa pasang sepatu ditumpuk di sebelahnya. Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_026.webp,original_30,gemma_depth_prompted,rak sepatu,koper dan sepatu,False,kanan,tengah|kanan,True,sedang,dekat,False,no,False,kesalahan_model_objek+kesalahan_depth,,14303,Tampak sebuah koper besar dan beberapa pasang sepatu tersusun di lantai ruangan dalam ruangan ini. Area terdekat di bawah-kanan menunjukkan potensi halangan visual yang perlu diperhatikan. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang.
indoor_027.webp,original_30,gemma_only,kipas angin,kipas angin dan bangku kayu,True,kanan,tengah,False,sedang,,,no,,kesalahan_model_posisi,,8691,Gambar menunjukkan lingkungan indoor dengan sebuah kipas angin berdiri di dinding dan bangku kayu di latar depan. Beberapa tas atau barang lain terlihat diletakkan di atas bangku kayu.
indoor_027.webp,original_30,depth_only,kipas angin,,False,kanan,,True,sedang,sedang,True,no,True,berhasil,,1580,"Berdasarkan estimasi kedalaman relatif, bagian tengah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area tengah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_027.webp,original_30,gemma_depth,kipas angin,Perabotan dan Kipas Angin,True,kanan,tengah,True,sedang,sedang,True,no,True,berhasil,,11000,"Gambar menunjukkan interior ruangan dengan lantai keramik putih dan dinding berwarna terang. Terdapat kipas angin berdiri di sisi kanan bawah, serta bangku kayu berisi beberapa tas dan kotak. Berdasarkan estimasi kedalaman relatif, bagian tengah-kiri merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif sedang. Area tengah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_027.webp,original_30,gemma_depth_prompted,kipas angin,kipas angin dan bangku,True,kanan,kanan,True,sedang,sedang,True,no,True,berhasil,,15011,"Tampak sebuah kipas angin berdiri di atas bangku kayu di lantai berubin putih. Area depan terlihat relatif lapang, dengan area tengah-kiri sebagai region terdekat. Area tengah-kiri berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_028.webp,original_30,gemma_only,meja komputer,Setup meja kerja komputer,False,tengah,tengah,True,dekat,,,yes,,kesalahan_model_objek,,8175,"Gambar menunjukkan setup meja kerja indoor dengan monitor, tablet, keyboard, mouse, dan mikrofon yang tertata di atas permukaan meja. Objek-objek tersebut tersusun secara horizontal."
indoor_028.webp,original_30,depth_only,meja komputer,,False,tengah,,False,dekat,dekat,True,yes,True,keterbatasan_depth_only_posisi_grid,,1642,"Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_028.webp,original_30,gemma_depth,meja komputer,Setup meja kerja,False,tengah,tengah,True,dekat,dekat,True,yes,True,kesalahan_model_objek,,12638,"Gambar menunjukkan setup meja kerja indoor dengan beberapa monitor, keyboard, dan tablet gambar. Perangkat-perangkat tersebut diletakkan di atas permukaan meja. Berdasarkan estimasi kedalaman relatif, bagian bawah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_028.webp,original_30,gemma_depth_prompted,meja komputer,setup meja kerja,False,tengah,tengah,True,dekat,dekat,True,yes,True,kesalahan_model_prompted_semantik_objek,,13315,"Tampak sebuah setup meja kerja indoor yang terdiri dari monitor besar, tablet, keyboard, dan mikrofon. Area depan menunjukkan potensi halangan visual yang perlu diperhatikan saat melihat objek terdekat. Area bawah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kiri tampak relatif lebih lapang."
indoor_029.webp,original_30,gemma_only,kursi,kursi,True,tengah,tengah,True,sangat_dekat,,,yes,,berhasil,,10498,"Gambar ini menampilkan sebuah kursi kantor dengan latar belakang kamar tidur indoor. Di sekeliling kursi terdapat tempat tidur, lemari kayu berwarna biru, dan karpet bermotif."
indoor_029.webp,original_30,depth_only,kursi,,False,tengah,,True,sangat_dekat,dekat,False,yes,True,kesalahan_depth,,1516,"Berdasarkan estimasi kedalaman relatif, bagian bawah-tengah merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-tengah berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_029.webp,original_30,gemma_depth,kursi,Kursi,True,tengah,tengah,True,sangat_dekat,dekat,False,yes,True,kesalahan_depth,,13189,"Gambar ini menampilkan sebuah kursi di dalam ruangan dengan latar belakang tempat tidur dan perabotan kayu. Perabotan tersebut tersusun di atas lantai. Berdasarkan estimasi kedalaman relatif, bagian bawah-tengah merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area bawah-tengah berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_029.webp,original_30,gemma_depth_prompted,kursi,kursi,True,tengah,tengah,True,sangat_dekat,dekat,False,yes,True,kesalahan_depth,,14841,"Sebuah kursi kantor terlihat di tengah ruangan, dengan area terdekat berada di bawah-tengah. Area depan menunjukkan potensi halangan visual yang perlu diperhatikan secara relatif. Area bawah-tengah berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area kanan tampak relatif lebih lapang."
indoor_030.webp,original_30,gemma_only,pintu,Pintu kayu,True,kiri,tengah,False,dekat,,,yes,,scene_atau_anotasi_ambigu,open door dominates left foreground but corridor remains visible,11030,Gambar menunjukkan area interior berupa lorong dengan dinding berwarna terang dan lantai keramik. Objek utama adalah sebuah pintu kayu berpanel cokelat tua yang mendominasi bagian tengah frame.
indoor_030.webp,original_30,depth_only,pintu,,False,kiri,,False,dekat,dekat,True,yes,True,scene_atau_anotasi_ambigu,open door dominates left foreground but corridor remains visible,1697,"Berdasarkan estimasi kedalaman relatif, bagian tengah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_030.webp,original_30,gemma_depth,pintu,pintu kayu,True,kiri,tengah,False,dekat,dekat,True,yes,True,scene_atau_anotasi_ambigu,open door dominates left foreground but corridor remains visible,10930,"Gambar menunjukkan pintu kayu cokelat besar di dalam ruangan yang mengarah ke lorong atau ruangan lain. Terdapat lantai keramik putih dan dinding berwarna krem di sekelilingnya. Berdasarkan estimasi kedalaman relatif, bagian tengah-kanan merupakan area yang paling dekat dibanding area lain, dengan kategori kedalaman relatif dekat. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
indoor_030.webp,original_30,gemma_depth_prompted,pintu,pintu,True,kiri,tengah,False,dekat,dekat,True,yes,True,scene_atau_anotasi_ambigu,open door dominates left foreground but corridor remains visible,14103,"Tampak sebuah pintu kayu berwarna cokelat yang terletak di tengah ruangan, mengarah ke lorong. Area depan menunjukkan potensi halangan visual yang perlu diperhatikan. Area tengah-kanan berpotensi menjadi halangan visual karena posisinya terbaca lebih dekat dibanding area lain. Area tengah tampak relatif lebih lapang."
